Ban,Pick,Outcome
"['Rakan', 'Neeko', 'Kaisa', 'Ezreal', 'Alistar']","['KSante', 'Maokai', 'Akali', 'Tristana', 'Nautilus']",0
"['LeBlanc', 'Jayce', 'Varus', 'Poppy', 'Maokai']","['KSante', 'Sejuani', 'Ahri', 'Xayah', 'Alistar']",1
"['Rakan', 'Jax', 'Neeko', 'Gwen', 'Sylas']","['Renekton', 'Rell', 'Azir', 'Kaisa', 'Nautilus']",0
"['Rell', 'LeBlanc', 'Tristana', 'Rakan', 'Ezreal']","['Renekton', 'Nocturne', 'Jayce', 'Ziggs', 'Alistar']",0
"['Sejuani', 'Kaisa', 'Xayah', 'Nautilus', 'Vi']","['KSante', 'Maokai', 'Azir', 'Zeri', 'Leona']",1
"['Rell', 'LeBlanc', 'Ivern', 'Rakan', 'Nilah']","['Gwen', 'Maokai', 'Jayce', 'Varus', 'Alistar']",1
"['Sejuani', 'Kaisa', 'Xayah', 'Nautilus', 'Ivern']","['KSante', 'Vi', 'Azir', 'Zeri', 'Leona']",0
"['Maokai', 'Vi', 'Rumble', 'Nocturne', 'Sejuani']","['Renekton', 'Poppy', 'Azir', 'Aphelios', 'Rell']",0
"['Xayah', 'LeBlanc', 'Varus', 'Jax', 'Rell']","['KSante', 'Lillia', 'Tristana', 'Kaisa', 'Alistar']",1
"['Vi', 'Tristana', 'Varus', 'Zeri', 'Sejuani']","['Jax', 'Maokai', 'Jayce', 'Xayah', 'Leona']",1
"['Kaisa', 'LeBlanc', 'Gwen', 'Rakan', 'Vi']","['KSante', 'Ivern', 'Azir', 'Ezreal', 'Nautilus']",0
"['Maokai', 'Kaisa', 'Rumble', 'KSante', 'Sejuani']","['Jax', 'Skarner', 'Azir', 'Varus', 'Nautilus']",1
"['Rell', 'Xayah', 'LeBlanc', 'Ahri']","['Poppy', 'Ivern', 'Tristana', 'Zeri', 'Leona']",0
"['Tristana', 'Jax', 'Xayah', 'Renekton', 'Gwen']","['Ornn', 'Nocturne', 'LeBlanc', 'Kaisa', 'Nautilus']",1
"['Vi', 'Rumble', 'KSante', 'Lee Sin', 'Sejuani']","['Poppy', 'Maokai', 'Jayce', 'Varus', 'Braum']",0
"['Kaisa', 'Tristana', 'Jax', 'Varus', 'Ivern']","['Ornn', 'Sejuani', 'Azir', 'Xayah', 'Nautilus']",0
"['Vi', 'Rumble', 'LeBlanc', 'KSante', 'Rakan']","['Renekton', 'Maokai', 'Jayce', 'Lucian', 'Braum']",1
"['Tristana', 'Jax', 'Xayah', 'Lucian', 'Renekton']","['Gnar', 'LeeSin', 'LeBlanc', 'Varus', 'Nautilus']",1
"['Vi', 'Rumble', 'Kaisa', 'Nocturne', 'KSante']","['Kennen', 'Maokai', 'Jayce', 'Sivir', 'Braum']",0
"['Kaisa', 'Tristana', 'Jax', 'Fiora', 'Gwen']","['KSante', 'Sejuani', 'Azir', 'Xayah', 'Rell']",0
"['Vi', 'Rumble', 'LeBlanc', 'Draven', 'Rakan']","['Poppy', 'Maokai', 'Jayce', 'Varus', 'Nautilus']",1
"['Tristana', 'Jax', 'Xayah', 'Nautilus', 'Renekton']","['Poppy', 'Sejuani', 'Jayce', 'Varus', 'Rell']",1
"['Vi', 'Rumble', 'LeBlanc', 'Braum', 'KSante']","['Sion', 'Skarner', 'Azir', 'Kaisa', 'Maokai']",0
"['Poppy', 'Rumble', 'Rell', 'Rakan', 'Nautilus']","['KSante', 'Vi', 'Azir', 'Ezreal', 'Leona']",1
"['Tristana', 'LeBlanc', 'Kaisa', 'Braum', 'Alistar']","['Fiora', 'Nocturne', 'Neeko', 'Xayah', 'Blitzcrank']",0
"['Poppy', 'Rell', 'Maokai', 'Sejuani', 'KSante']","['Rumble', 'Viego', 'Azir', 'Kaisa', 'Nautilus']",0
"['Tristana', 'Vi', 'Nocturne', 'Ivern', 'Annie']","['Renekton', 'LeeSin', 'LeBlanc', 'Xayah', 'Rakan']",1
"['Poppy', 'Rumble', 'Xayah', 'Alistar', 'Nautilus']","['KSante', 'Vi', 'Azir', 'Kalista', 'Rell']",1
"['Tristana', 'LeBlanc', 'Kaisa', 'Ezreal', 'Varus']","['Jax', 'Nocturne', 'Neeko', 'Jinx', 'Rakan']",0
"['LeBlanc', 'Poppy', 'Kaisa', 'Xayah', 'Rakan']","['KSante', 'Ivern', 'Azir', 'Nilah', 'Leona']",1
"['Tristana', 'Vi', 'Rell', 'Kalista', 'Nautilus']","['Rumble', 'Maokai', 'Jayce', 'Jinx', 'Alistar']",0
"['Jayce', 'Azir', 'Jax', 'Renekton', 'Fiora']","['KSante', 'Maokai', 'Tristana', 'Samira', 'Galio']",1
"['Rumble', 'Vi', 'Neeko', 'Xayah', 'Alistar']","['Camille', 'Sejuani', 'Akali', 'Kaisa', 'Rell']",0
"['Jayce', 'Ivern', 'Jax', 'Rakan', 'Alistar']","['Malphite', 'Maokai', 'Yone', 'Kaisa', 'Nautilus']",0
"['Rumble', 'Vi', 'Rell', 'KSante', 'Poppy']","['Renekton', 'Sejuani', 'Tristana', 'Xayah', 'Braum']",1
"['Jayce', 'Azir', 'Xayah', 'Alistar', 'Braum']","['Poppy', 'Rell', 'Yone', 'Kaisa', 'Rakan']",1
"['Rumble', 'Vi', 'Tristana', 'KSante', 'Maokai']","['Jax', 'Sejuani', 'LeBlanc', 'Vayne', 'Nautilus']",0
"['Jayce', 'Azir', 'Tristana', 'Vayne', 'Ezreal']","['KSante', 'Poppy', 'Kaisa', 'Xayah', 'Leona']",0
"['Rumble', 'Vi', 'Yone', 'Rakan', 'Rell']","['Jax', 'Sejuani', 'LeBlanc', 'Jinx', 'Nautilus']",1
"['Jayce', 'Azir', 'Jax', 'Nautilus', 'Neeko']","['KSante', 'Wukong', 'LeBlanc', 'Ezreal', 'Rell']",0
"['Rumble', 'Tristana', 'Vi', 'Samira', 'Rakan']","['Renekton', 'Sejuani', 'Viktor', 'Kaisa', 'Maokai']",1
"['Nocturne', 'Tristana', 'Jayce', 'Alistar', 'Renekton']","['Fiora', 'Vi', 'Ahri', 'Aphelios', 'Rell']",0
"['Rumble', 'LeBlanc', 'Jax', 'Varus', 'Xayah']","['Kennen', 'Poppy', 'Neeko', 'Kaisa', 'Rakan']",1
"['Nocturne', 'Poppy', 'Vi', 'Ivern', 'Sejuani']","['Gnar', 'Maokai', 'Jayce', 'Aphelios', 'Nautilus']",0
"['Rumble', 'LeBlanc', 'Jax', 'Braum', 'KSante']","['Renekton', 'Rell', 'Tristana', 'Kaisa', 'Alistar']",1
"['Nocturne', 'Kaisa', 'LeBlanc', 'Leona', 'Ivern']","['KSante', 'Maokai', 'Jayce', 'Varus', 'Rakan']",1
"['Rumble', 'Jax', 'Vi', 'Nautilus', 'Blitzcrank']","['Poppy', 'Rell', 'Tristana', 'Ziggs', 'Alistar']",0
"['Kaisa', 'LeBlanc', 'Jayce', 'Azir', 'Annie']","['KSante', 'Nocturne', 'Neeko', 'Zeri', 'Leona']",0
"['Tristana', 'Vi', 'Sejuani', 'Rakan', 'Alistar']","['Rumble', 'Rell', 'Ahri', 'Xayah', 'Nautilus']",1
"['Vi', 'Rumble', 'Rell', 'Milio', 'Nautilus']","['Jax', 'Ivern', 'Jayce', 'Xayah', 'Rakan']",1
"['Kaisa', 'Maokai', 'LeBlanc', 'Vayne', 'Ashe']","['KSante', 'Sejuani', 'Azir', 'Jinx', 'Janna']",0
"['Vi', 'Rumble', 'Rell', 'Varus', 'Jinx']","['Fiora', 'Sejuani', 'LeBlanc', 'Xayah', 'Nautilus']",0
"['Kaisa', 'Maokai', 'Ivern', 'Vayne', 'Ashe']","['KSante', 'Poppy', 'Tristana', 'Aphelios', 'Rakan']",1
"['Vi', 'Rumble', 'Rell', 'Jinx', 'Aphelios']","['Jax', 'Ivern', 'Jayce', 'Varus', 'Nautilus']",1
"['Kaisa', 'Maokai', 'LeBlanc', 'Vayne', 'Ashe']","['KSante', 'Sejuani', 'Azir', 'Sivir', 'Milio']",0
"['Rumble', 'Vi', 'Sejuani', 'Nautilus', 'Kennen']","['Ornn', 'Ivern', 'Tristana', 'Xayah', 'Alistar']",1
"['LeBlanc', 'Rell', 'Jayce', 'Rakan', 'Jax']","['Renekton', 'Nocturne', 'Annie', 'Kaisa', 'Blitzcrank']",0
