Ban,Pick,Outcome
"['Annie', 'Lucian', 'Elise', 'Ashe', 'Gragas']","['JarvanIV', 'Wukong', 'LeBlanc', 'Aphelios', 'Leona']",0
"['Annie', 'Zeri', 'KSante', 'Vi', 'Wukong']","['Gnar', 'Sejuani', 'Lissandra', 'Aphelios', 'Thresh']",1
"['Lucian', 'Caitlyn', 'Varus', 'Viego', 'Gragas']","['Malphite', 'Maokai', 'Jayce', 'Xayah', 'Rakan']",0
"['Annie', 'Zeri', 'KSante', 'Vi', 'Malphite']","['Ornn', 'Viego', 'Ahri', 'Aphelios', 'Thresh']",0
"['Lucian', 'Caitlyn', 'Varus', 'Gragas', 'Lissandra']","['Jayce', 'Wukong', 'LeBlanc', 'Xayah', 'Rakan']",1
"['Vi', 'Zeri', 'KSante', 'Wukong', 'Ahri']","['Sylas', 'Sejuani', 'Jayce', 'Varus', 'TahmKench']",1
"['Annie', 'Lucian', 'Elise', 'Renata Glasc', 'Lissandra']","['Malphite', 'Olaf', 'LeBlanc', 'Xayah', 'Rakan']",0
"['Caitlyn', 'Lucian', 'Varus', 'Tristana', 'Gnar']","['KSante', 'Wukong', 'Ahri', 'Zeri', 'Lulu']",1
"['Elise', 'Annie', 'Jayce', 'Maokai', 'Kennen']","['Jax', 'Sejuani', 'Taliyah', 'Xayah', 'Rakan']",0
"['Annie', 'Caitlyn', 'Zeri', 'Jax', 'LeBlanc']","['KSante', 'Vi', 'Lissandra', 'Xayah', 'Rakan']",1
"['Elise', 'Aphelios', 'Sejuani', 'Kennen', 'Ahri']","['Gnar', 'Wukong', 'Veigar', 'Lucian', 'Nami']",0
"['Annie', 'Zeri', 'Lucian', 'Leona', 'Heimerdinger']","['Jayce', 'Vi', 'Ahri', 'Ashe', 'Pantheon']",0
"['Elise', 'Aphelios', 'Rakan', 'Maokai', 'LeBlanc']","['KSante', 'Sejuani', 'Yone', 'Varus', 'Blitzcrank']",1
"['Caitlyn', 'Lucian', 'Varus', 'Yone', 'Tristana']","['KSante', 'Vi', 'LeBlanc', 'Aphelios', 'Thresh']",1
"['Annie', 'Elise', 'Zeri', 'Maokai', 'Wukong']","['Gnar', 'Sejuani', 'Gragas', 'Xayah', 'Rakan']",0
"['Sejuani', 'Vi', 'Zeri', 'Taliyah', 'Malphite']","['Gnar', 'Elise', 'KSante', 'Lucian', 'Nami']",1
"['Annie', 'Varus', 'Caitlyn', 'Jayce', 'Tristana']","['Renekton', 'Wukong', 'Veigar', 'Aphelios', 'Lulu']",0
"['Annie', 'Sejuani', 'Taliyah', 'Lissandra', 'Kennen']","['Gnar', 'Vi', 'Kassadin', 'Zeri', 'Ashe']",0
"['Jayce', 'Elise', 'Thresh', 'Ahri', 'Renekton']","['Jax', 'Wukong', 'TwistedFate', 'Varus', 'Leona']",1
"['Sejuani', 'Vi', 'Zeri', 'Malphite', 'Renata Glasc']","['KSante', 'LeeSin', 'Kassadin', 'Xayah', 'Rakan']",1
"['Annie', 'Elise', 'Ashe', 'LeBlanc', 'Jayce']","['Jax', 'Wukong', 'Veigar', 'Varus', 'Leona']",0
"['Annie', 'Sejuani', 'Taliyah', 'Veigar', 'Lissandra']","['Gnar', 'LeeSin', 'Galio', 'Xayah', 'Rakan']",0
"['Jayce', 'Elise', 'Ashe', 'LeBlanc', 'Ahri']","['Jax', 'Vi', 'TwistedFate', 'Zeri', 'Lulu']",1
"['Sejuani', 'Vi', 'Zeri', 'Renata Glasc', 'Jax']","['Gnar', 'Wukong', 'Gragas', 'Xayah', 'Rakan']",1
"['Annie', 'Elise', 'Lee Sin', 'Ahri', 'LeBlanc']","['Jayce', 'XinZhao', 'Taliyah', 'Varus', 'Nautilus']",0
"['Veigar', 'Vi', 'Draven', 'Yone', 'KSante']","['Jayce', 'Wukong', 'Taliyah', 'Varus', 'Karma']",0
"['Annie', 'Caitlyn', 'Lucian', 'Nidalee', 'LeBlanc']","['Gragas', 'Sejuani', 'Tristana', 'Zeri', 'Rakan']",1
"['Veigar', 'Vi', 'Rakan', 'Ahri', 'LeBlanc']","['Renekton', 'Elise', 'Jayce', 'Lucian', 'Sona']",1
"['Annie', 'Caitlyn', 'Varus', 'Sejuani', 'Maokai']","['KSante', 'Wukong', 'Taliyah', 'Draven', 'Nami']",0
"['Annie', 'Varus', 'Vi', 'Tristana', 'Jayce']","['KSante', 'Sejuani', 'Taliyah', 'Zeri', 'Lulu']",0
"['Caitlyn', 'Elise', 'Aphelios', 'Renekton', 'Kennen']","['Gnar', 'Maokai', 'Yone', 'Lucian', 'Nami']",1
"['Veigar', 'Vi', 'Rakan', 'Yone', 'Tristana']","['Jayce', 'Wukong', 'Taliyah', 'Varus', 'Heimerdinger']",0
"['Annie', 'Caitlyn', 'Lucian', 'Elise', 'Renekton']","['Gragas', 'Sejuani', 'Yasuo', 'Zeri', 'Lulu']",1
"['Sejuani', 'Taliyah', 'Vi', 'Renekton', 'Twisted Fate']","['KSante', 'LeeSin', 'Ahri', 'Aphelios', 'Thresh']",0
"['Annie', 'Varus', 'Wukong', 'LeBlanc', 'Sylas']","['Malphite', 'XinZhao', 'Veigar', 'Zeri', 'Blitzcrank']",1
"['Sejuani', 'Taliyah', 'Veigar', 'Renekton', 'Malphite']","['Gnar', 'Wukong', 'Ahri', 'Aphelios', 'Thresh']",1
"['Varus', 'Annie', 'Lucian', 'Sylas', 'LeBlanc']","['KSante', 'Vi', 'Lissandra', 'Zeri', 'Blitzcrank']",0
"['Annie', 'Renekton', 'Varus', 'Jax', 'Lulu']","['KSante', 'Vi', 'Kassadin', 'Xayah', 'Leona']",0
"['Wukong', 'Caitlyn', 'Sylas', 'Thresh', 'Lucian']","['Urgot', 'Sejuani', 'Veigar', 'Zeri', 'Rakan']",1
"['Sejuani', 'Taliyah', 'Veigar', 'Renekton', 'Urgot']","['KSante', 'Vi', 'Lissandra', 'Aphelios', 'Thresh']",0
"['Annie', 'Varus', 'Wukong', 'LeBlanc', 'Sylas']","['Malphite', 'XinZhao', 'Ahri', 'Zeri', 'Rakan']",1
